Customer_ID,Customer_Name,Gender,Age,Country,Industry,Company_Size,Subscription_Plan,Billing_Cycle,Monthly_Fee,Customer_Tenure_Months,Auto_Renew,Avg_Login_Days_Per_Month,Avg_Session_Duration_Min,Features_Used,Storage_Usage_GB,API_Usage,Mobile_App_Usage,Support_Tickets,Avg_Response_Time_Hours,Training_Webinars_Attended,Last_Month_Login_Count,NPS_Score,Satisfaction_Rating,Total_Revenue,Discount_Percentage,Payment_Method,Late_Payments,Churn,Churn_Reason,Legacy_System_ID
CUST107128,Hans Sanchez,Female,58,United States,Retail,Medium,Basic,Monthly,54.22,58,No,2,118,8,8.43,Low,No,7,34.8,9,5,-61,3,3144.77,13,CREDIT CARD,6,No,,
CUST107129,Sarah Martinez,Female,42,Australia,IT,Small,Premium,Monthly,152.99,1,Yes,5,79,3,279.72,Medium,Yes,15,5.1,8,10,-7,3,152.99,9,Credit Card,0,Yes,Performance Issues,
CUST107130,Noah Wilson,Male,36,usa,Retail,Small,Standard,Annual,72.43,14,Yes,4,27,2,456.99,Medium,No,9,34.8,5,25,-29,1,1013.99,13,Credit Card,1,No,,
CUST107131,sarah martin,Female,37,United states,Finance,Medium,Standard,Quarterly,54.21,56,Yes,18,95,1,473.85,High,Yes,7,25,1,2,36,3,3035.97,30,Bank Transfer,3,No,,
CUST107132,Emma Brown,Male,35,Canada,IT,Enterprise,Premium,Monthly,134.95,8,No,15,103,14,169.75,Medium,Yes,0,,1,7,-58,2,1079.59,30,credit card,3,Yes,Performance Issues,
CUST107133,Ava Gonzalez,Female,60,usa,Finance,Enterprise,Standard,Annual,59.83,57,Yes,15,60,8,227.81,High,No,5,34.6,3,25,-1,1,3410.57,17,PayPal,6,No,,
CUST107134,Mary Martinez,Female,43,Australia,information technology,Small,Standard,Monthly,79.23,56,Yes,18,109,6,372.99,High,Yes,13,29.3,0,2,-80,4,4436.87,3,Credit Card,7,No,,
CUST107135,Charles Lee,Female,62,United States,Retail,Medium,Standard,Annual,74.88,61,Yes,12,101,15,6.72,High,Yes,7,4.5,9,12,66,2,4567.98,30,Credit Card,4,No,,
CUST107136,matthew jones,Female,31,India,Retail,Small,Premium,Monthly,120.36,12,No,13,72,14,56.95,Medium,Yes,8,14,8,4,92,4,1444.29,28,PayPal,7,No,,
CUST107137,Karen Miller,Female,55,France,Education,Enterprise,Premium,Monthly,156.72,6,Yes,10,33,11,352.31,Low,No,2,27.4,3,5,15,3,940.3,14,credit card,8,No,,
CUST107138,David Perez,Female,25,India,Finance,Medium,Standard,Monthly,80.79,71,No,18,88,8,220.72,Low,Yes,6,42.8,0,8,29,4,5736.16,2,Credit Card,4,No,,
CUST107139,OLGA JONES,Female,33,United States,information technology,Small,Basic,Quarterly,33.84,24,Yes,7,78,5,66.98,Medium,No,14,20.9,0,11,68,5,812.23,16,CREDIT CARD,8,No,,
CUST107140,Anthony Gonzalez,Male,21,Canada,Healthcare,Enterprise,Standard,Quarterly,78.55,66,Yes,25,89,6,194.26,Low,No,0,,7,26,-93,4,5184.47,11,credit card,3,No,,
CUST107141,Susan Perez,Male,62,United States,Education,Small,Basic,Quarterly,33.93,7,Yes,18,2,15,397.52,Low,Yes,11,39.5,2,21,-71,3,237.53,24,Bank Transfer,7,No,,
CUST107142,Elizabeth Thompson,Female,33,Canada,Healthcare,Small,Basic,Monthly,30.51,7,No,27,112,1,237.82,Low,No,12,39.1,4,23,-79,5,213.54,24,PayPal,1,No,,
CUST107143,THOMAS WILLIAMS,Female,57,France,Manufacturing,Small,Basic,Annual,20,40,No,25,106,4,19.99,Medium,Yes,2,12,6,25,-6,3,800,17,CREDIT CARD,7,No,,
CUST107144,Ahmed Sanchez,Female,39,United States,Information Technology,Small,Premium,Monthly,164.52,40,Yes,4,3,12,380.65,High,No,2,25.3,9,26,-85,3,6580.65,12,Bank Transfer,7,Yes,Performance Issues,
CUST107145,Matthew Perez,Male,25,usa,Retail,Small,Basic,Monthly,50.83,38,Yes,11,109,13,100.68,Medium,Yes,8,33.4,10,30,-97,3,1931.55,5,Credit Card,8,Yes,Poor Support,
CUST107146,Jennifer Hernandez,Male,35,France,Retail,Enterprise,Standard,Monthly,88.99,44,Yes,12,36,11,348.84,Low,Yes,13,41,2,26,-18,4,3915.63,13,Bank Transfer,0,No,,
CUST107147,Susan Thompson,Male,35,Canada,IT,Medium,Premium,Monthly,154.11,7,No,19,119,11,53.96,Low,Yes,3,33.9,7,16,-91,2,1078.79,28,Credit Card,1,Yes,Competitor,
CUST107148,Joseph Perez,Female,43,usa,Information Technology,Medium,Basic,Annual,23.89,6,No,3,31,15,359.47,Medium,Yes,7,31.2,10,7,58,2,143.36,5,Bank Transfer,0,No,,
CUST107149,Richard Jackson,Male,35,Singapore,Finance,Small,Premium,Monthly,140.59,41,Yes,16,25,1,178.28,High,No,15,17.4,3,17,67,4,5764.1,28,Bank Transfer,4,No,,
CUST107150,William Taylor,Male,51,United States,Finance,Small,Basic,Monthly,20,67,No,10,2,8,82.52,Low,No,2,23.9,1,11,88,3,1340,10,PayPal,6,No,,
CUST107151,Patricia Thompson,Male,53,India,Finance,Medium,Basic,Monthly,39.5,67,No,20,86,13,340.3,Medium,No,3,42.8,1,0,72,5,2646.72,15,PayPal,2,No,,
CUST107152,Mary Robinson,Male,27,usa,Retail,Medium,Basic,Annual,20,23,Yes,20,119,13,392.71,Medium,No,1,38.8,3,16,-46,1,460,29,Credit Card,0,No,,
CUST107153,Hans Moore,Male,44,Netherlands,IT,Medium,Premium,Quarterly,144.62,21,Yes,30,40,15,63.36,High,Yes,13,23,6,17,-64,2,3036.98,4,PayPal,8,Yes,Poor Support,
CUST107154,Liam Harris,Female,46,India,Retail,Medium,Standard,Monthly,64.29,6,Yes,15,29,12,468.61,Low,Yes,5,43.8,7,24,20,3,385.77,15,PayPal,6,No,,
CUST107155,jennifer thompson,Male,32,usa,Healthcare,Small,Premium,Monthly,168.84,56,Yes,14,102,13,347.01,Low,No,6,44,7,20,-59,3,9455.31,9,Credit Card,5,No,,LEG-31885
CUST107156,Jessica Sanchez,Male,55,Netherlands,Information Technology,Medium,Basic,Quarterly,34.97,70,Yes,2,46,9,163.96,Low,No,8,18.3,6,3,-82,5,2447.6,2,PayPal,4,No,,
CUST107157,pierre lewis,Male,30,United States,Retail,Medium,Basic,Annual,20,14,Yes,25,66,7,119.48,High,Yes,2,26.4,7,2,-86,2,280,24,PayPal,6,No,,
CUST107158,CHARLES GARCIA,Male,60,France,Finance,Small,Standard,Monthly,68.3,15,No,5,40,11,94.05,Low,No,15,21.4,5,27,12,3,1024.49,22,Credit Card,4,Yes,Low Usage,
CUST107159,JENNIFER JONES,Female,41,India,IT,Medium,Basic,Monthly,21.88,6,Yes,1,107,7,80.21,Low,No,8,30,6,29,89,1,131.28,27,PayPal,2,No,,
CUST107160,Ava Moore,Female,36,usa,Healthcare,Enterprise,Standard,Monthly,79.36,27,Yes,19,110,7,372.77,High,Yes,2,20.1,8,22,64,5,2142.67,11,Credit Card,2,No,,
CUST107161,Joseph Wilson,Female,50,Australia,Finance,Small,Premium,Monthly,134.84,50,No,20,119,11,88.79,High,Yes,9,39.8,10,28,55,3,6742.04,11,PayPal,1,No,,
CUST107162,Michael Moore,Female,48,USA,Finance,Small,Standard,Quarterly,74.42,37,No,5,119,13,3.01,Medium,No,4,35.8,2,19,-71,3,2753.4,13,Bank Transfer,2,No,,
CUST107163,Sarah White,Male,43,Australia,Healthcare,Small,Standard,Monthly,66.96,55,Yes,25,58,2,113.57,Low,Yes,1,20.4,8,21,1,2,3682.53,18,CREDIT CARD,8,No,,
CUST107164,James Ramirez,Female,51,Germany,Healthcare,Medium,Basic,Monthly,61.76,20,No,22,37,15,301.73,Low,No,4,15.1,4,5,-59,2,1235.11,0,PayPal,1,No,,
CUST107165,John Gonzalez,Male,32,Canada,Retail,Medium,Standard,Monthly,58.16,56,Yes,19,59,2,347.1,Medium,No,2,25.6,4,27,81,3,3256.82,18,Credit Card,4,No,,
CUST107166,Susan Perez,Female,57,France,Healthcare,Small,Standard,Monthly,88.36,62,Yes,25,120,1,271.39,Low,No,3,33.4,10,21,-92,1,5478.49,6,Bank Transfer,4,Yes,Competitor,
CUST107167,priya garcia,Female,48,Singapore,Healthcare,Medium,Standard,Monthly,63.65,4,No,16,118,15,274.63,Low,Yes,12,21.3,10,4,44,3,254.62,15,Bank Transfer,4,Yes,Missing Features,
CUST107168,Karen Taylor,Male,29,Australia,Healthcare,Medium,Standard,Annual,68.65,38,No,9,34,7,53.34,Medium,Yes,0,,7,4,40,,2608.53,17,Bank Transfer,2,No,,
CUST107169,CHARLES SMITH,Male,65,Germany,Manufacturing,Medium,Premium,Quarterly,170.35,60,Yes,30,77,2,407.32,Low,Yes,6,37.7,10,12,24,3,10220.99,27,Bank Transfer,6,No,,
CUST107170,linda thomas,Male,59,United States,IT,Small,Basic,Annual,33.25,43,No,26,102,3,239.53,Medium,Yes,13,23.4,3,0,98,5,1429.73,16,PayPal,3,No,,
CUST107171,David Taylor,Male,28,Netherlands,Retail,Enterprise,Basic,Monthly,23.36,25,No,7,114,1,263.68,Medium,No,15,28.3,8,6,-35,1,584.06,13,Credit Card,8,Yes,Low Usage,
CUST107172,Michael Thompson,Male,56,France,Information Technology,Small,Basic,Monthly,20,50,Yes,7,106,4,34.25,Low,No,6,25.1,10,5,-55,5,1000,5,CREDIT CARD,4,No,,
CUST107173,Linda Martin,Female,44,Singapore,Information Technology,Enterprise,Standard,Monthly,90.9,54,No,13,89,14,240.31,Low,No,1,10.7,8,1,-13,5,4908.5,23,credit card,1,No,,
CUST107174,HANS HERNANDEZ,Male,55,India,Education,Small,Basic,Monthly,20,69,No,26,48,10,432.49,High,Yes,5,40.1,0,1,-77,1,1380,15,Bank Transfer,6,No,,
CUST107175,Jennifer Smith,Female,37,United Kingdom,Finance,Small,Basic,Monthly,20,62,Yes,0,3,13,359.22,Medium,Yes,15,32.9,4,13,35,5,1240,13,PayPal,5,No,,
CUST107176,Joseph Brown,Female,31,USA,information technology,Small,Basic,Monthly,20,55,Yes,17,26,7,141.39,Low,Yes,10,44.6,0,19,12,5,1100,6,Credit Card,2,No,,
CUST107177,Marie Robinson,Male,30,Australia,Healthcare,Medium,Standard,Annual,97.15,19,Yes,30,43,14,98.81,High,Yes,5,5.2,2,19,-7,4,1845.89,28,Bank Transfer,0,No,,
CUST107178,Ava Ramirez,Male,23,USA,Finance,Medium,Premium,Quarterly,131.17,14,Yes,3,29,3,485.23,Low,Yes,5,34.5,5,24,66,3,1836.38,21,PayPal,8,No,,
CUST107179,LISA MARTINEZ,Male,60,Australia,Manufacturing,Medium,Standard,Monthly,74.32,6,Yes,15,85,6,447.79,Low,Yes,5,4.7,10,18,-69,1,445.95,11,Bank Transfer,0,Yes,Performance Issues,
CUST107180,SARAH DAVIS,Male,34,United Kingdom,Manufacturing,Enterprise,Standard,Quarterly,75.04,55,Yes,27,58,11,133.48,High,No,13,28.9,0,28,31,2,4127.33,17,Credit Card,5,No,,
CUST107181,Hans Wilson,Male,64,India,IT,Small,Standard,Monthly,52.04,26,Yes,21,120,6,442.55,Medium,Yes,3,41.8,0,8,-39,5,1353.13,7,PayPal,8,No,,
CUST107182,Jessica Lee,Male,30,Germany,Education,Small,Basic,Monthly,20.95,41,Yes,12,85,14,498.81,Low,No,4,28.9,7,15,18,4,859.03,20,Bank Transfer,0,No,,
CUST107183,Joseph Hernandez,Male,36,United States,Healthcare,Small,Basic,Quarterly,20,14,Yes,1,116,11,435.7,Medium,Yes,8,15,4,1,-74,2,280,21,Bank Transfer,1,Yes,Poor Support,
CUST107184,Elizabeth Williams,Female,60,India,Healthcare,Small,Basic,Quarterly,20,65,No,0,113,1,366.78,Medium,Yes,7,39.2,7,14,-95,2,1300,19,Credit Card,7,Yes,Performance Issues,
CUST107185,Mary Gonzalez,Female,35,United Kingdom,IT,Small,Standard,Monthly,71.6,59,Yes,16,118,8,105.78,Medium,Yes,8,41.2,9,24,38,3,4224.42,20,Credit Card,5,No,,
CUST107186,Ava Davis,Male,54,United States,Education,Small,Standard,Monthly,74.71,69,Yes,11,49,6,130,Medium,No,3,3.7,0,4,-72,2,5154.76,17,PayPal,8,No,,
CUST107187,margaret martinez,Female,24,Canada,Healthcare,Small,Basic,Monthly,20.7,43,Yes,26,20,8,262.22,Medium,Yes,12,17.1,0,24,40,2,889.92,11,PayPal,3,No,,
CUST107188,RICHARD JONES,Female,63,United States,Manufacturing,Medium,Standard,Monthly,100.12,68,No,13,54,2,270.1,Low,No,13,10.7,4,20,29,4,6808.33,4,Bank Transfer,6,No,,
CUST107189,Matthew Martin,Male,48,United Kingdom,Education,Small,Basic,Annual,20,33,Yes,6,91,8,191.01,Low,Yes,9,10,2,11,96,1,660,14,PayPal,2,No,,
CUST107190,Joseph Thomas,Male,54,usa,Healthcare,Small,Basic,Monthly,28.91,46,No,21,22,6,134.49,Low,No,11,16.1,4,14,50,2,1329.67,4,PayPal,2,Yes,Low Usage,
CUST107191,Karen Rodriguez,Male,21,usa,Education,Medium,Basic,Annual,26.84,55,Yes,11,3,14,50.11,Low,No,5,28.3,1,28,-100,1,1475.98,2,Credit Card,7,No,,
CUST107192,ANANYA TAYLOR,Male,64,United Kingdom,Finance,Small,Standard,Quarterly,79.15,53,No,10,61,11,43.61,Medium,Yes,9,15.4,2,6,63,1,4195.09,17,Credit Card,0,No,,
CUST107193,john anderson,Female,42,Canada,Education,Small,Basic,Annual,28.2,53,Yes,27,66,15,330.22,High,Yes,14,16.6,0,22,-31,1,1494.38,12,Credit Card,2,No,,
CUST107194,Jessica White,Female,29,France,information technology,Medium,Premium,Monthly,137.46,29,Yes,23,17,3,288.41,Medium,No,8,46.6,2,1,69,2,3986.41,6,credit card,7,No,,LEG-79968
CUST107195,Richard Lewis,Female,27,United States,Finance,Enterprise,Basic,Quarterly,34.79,55,Yes,24,111,3,478.22,Low,No,13,3.4,2,21,58,1,1913.47,1,PayPal,1,No,,
CUST107196,Anthony Brown,Male,24,United Kingdom,Education,Medium,Premium,Monthly,150.33,60,Yes,30,18,1,166.65,Medium,Yes,5,5.1,8,29,43,3,9019.65,14,PayPal,4,No,,
CUST107197,Thomas Clark,Female,50,United states,IT,Medium,Basic,Annual,39.74,22,Yes,12,95,2,348.89,High,Yes,12,47.4,0,8,7,2,874.26,21,PayPal,3,No,,
CUST107198,David Perez,Male,29,usa,Education,Medium,Premium,Monthly,161.79,2,Yes,8,88,13,2.09,High,No,10,29.5,1,23,56,5,323.59,20,,8,No,,
CUST107199,Ahmed Lee,Male,62,United Kingdom,IT,Small,Basic,Monthly,34.07,66,No,11,72,8,401.71,High,No,4,8.4,1,11,-98,1,2248.29,10,Credit Card,1,Yes,Poor Support,
CUST107200,Patricia Lopez,Male,30,Canada,Retail,Medium,Basic,Quarterly,39.03,36,Yes,0,63,13,127.17,High,No,5,3.7,9,27,-11,1,1405.18,27,PayPal,4,No,,
CUST107201,Susan Hernandez,Female,24,India,Retail,Medium,Basic,Monthly,20,4,Yes,28,63,2,474.06,Low,Yes,12,36.9,6,30,28,1,80,20,CREDIT CARD,1,No,,
CUST107202,Marie Smith,Female,59,India,IT,Small,Basic,Annual,26.43,63,Yes,24,89,6,1.82,High,No,2,22.5,10,15,-55,2,1665.25,15,Credit Card,2,No,,
CUST107203,Nancy Robinson,Female,55,Singapore,Education,Enterprise,Standard,Annual,86.72,5,Yes,4,89,11,20.91,Medium,No,2,4.9,0,0,-31,1,433.58,22,Bank Transfer,8,Yes,Low Usage,
CUST107204,Marie Jackson,Female,43,Singapore,information technology,Medium,Premium,Monthly,153.57,69,Yes,13,3,14,460.77,Medium,Yes,4,44.4,6,30,48,5,10596.59,2,Credit Card,7,No,,
CUST107205,Ava Gonzalez,Male,58,United States,Education,Medium,Basic,Annual,20,48,No,4,21,2,473.39,Medium,Yes,12,16.3,3,28,30,4,960,9,credit card,2,No,,
CUST107206,ANTHONY TAYLOR,Male,53,usa,Manufacturing,Medium,Basic,Quarterly,20,62,Yes,17,21,1,71.66,Low,Yes,7,16.4,1,25,-79,4,1240,20,Credit Card,6,No,,
CUST107207,Mary Johnson,Female,28,Canada,Retail,Medium,Basic,Quarterly,36.63,15,Yes,19,44,2,12.71,Low,Yes,7,37.5,4,28,-46,2,549.46,26,Credit Card,6,No,,
CUST107208,Marie Garcia,Female,39,Germany,Manufacturing,Enterprise,Premium,Monthly,141.74,2,No,18,32,7,478.86,Medium,No,3,4,10,0,-79,4,283.48,11,PayPal,6,Yes,Poor Support,
CUST107209,Joseph Jackson,Male,62,Germany,Retail,Small,Basic,Quarterly,24.25,21,No,18,116,7,261.81,Low,Yes,10,19,7,20,60,3,509.25,19,PayPal,3,No,,
CUST107210,Lisa Thomas,Male,51,Canada,Manufacturing,Small,Standard,Monthly,91.16,49,Yes,11,77,7,334.51,High,No,12,19.1,6,27,-10,1,4467.01,11,Credit Card,7,Yes,Performance Issues,
CUST107211,Ava White,Female,48,Netherlands,Education,Medium,Basic,Monthly,20,48,Yes,23,11,5,318.89,Medium,Yes,0,,2,25,-28,4,960,0,credit card,7,No,,
CUST107212,Emma Martin,Male,28,Australia,Retail,Small,Basic,Quarterly,42.78,44,Yes,27,118,6,63.82,Low,Yes,8,29.8,2,24,26,1,1882.34,18,Credit Card,0,No,,
CUST107213,Ava Jackson,Male,44,Singapore,Manufacturing,Small,Basic,Annual,20,44,Yes,5,119,2,183.17,Medium,No,0,,10,28,-98,2,880,16,Credit Card,0,No,,
CUST107214,Nancy Harris,Male,27,Netherlands,Healthcare,Small,Standard,Monthly,87.99,1,Yes,25,61,5,77.78,High,Yes,11,3.1,8,11,64,5,87.99,13,Credit Card,2,No,,
CUST107215,Pierre Williams,Male,50,Canada,Healthcare,Medium,Basic,Quarterly,27.58,34,Yes,19,92,3,383.99,Low,Yes,7,37.5,7,28,49,4,937.6,11,credit card,6,No,,
CUST107216,Liam Lee,Female,30,usa,Education,Small,Premium,Monthly,124.39,22,Yes,26,14,5,115.52,High,Yes,11,28.4,7,29,-39,2,2736.5,14,Bank Transfer,8,No,,
CUST107217,Marie Perez,Female,33,United Kingdom,Retail,Medium,Standard,Monthly,51.75,64,Yes,19,61,3,373.96,Medium,Yes,6,21.3,7,0,-25,1,3311.7,2,PayPal,7,No,,
CUST107218,Emma Rodriguez,Male,46,United Kingdom,IT,Medium,Basic,Monthly,20,5,Yes,11,26,4,330.58,Medium,Yes,4,36.2,8,23,32,1,100,13,Bank Transfer,5,Yes,Price,
CUST107219,Linda Garcia,Male,21,France,Finance,Small,Basic,Monthly,27.01,20,Yes,23,91,11,115.4,Medium,No,4,44.6,2,13,83,4,540.18,2,CREDIT CARD,5,No,,
CUST107220,David Miller,Female,52,Netherlands,Healthcare,Small,Basic,Annual,41.89,39,Yes,24,4,11,465.57,Medium,Yes,8,7.3,9,16,12,5,1633.67,7,PayPal,7,No,,
CUST107221,Sarah Garcia,Male,40,United States,IT,Small,Standard,Quarterly,75.84,63,No,0,89,11,123.9,Low,Yes,10,32.1,0,14,64,3,4777.96,13,Bank Transfer,8,No,,
CUST107222,Michael Thomas,Male,43,usa,Healthcare,Small,Premium,Quarterly,137.09,48,Yes,20,50,14,270.62,High,Yes,14,43.5,10,26,-85,1,6580.29,29,Credit Card,1,No,,
CUST107223,ahmed jones,Male,54,France,Information Technology,Small,Basic,Quarterly,46.69,15,Yes,7,25,15,150.86,Medium,Yes,14,2.3,10,0,18,5,700.32,23,Credit Card,5,No,,
CUST107224,Daniel Martin,Female,55,Australia,information technology,Medium,Standard,Monthly,69.08,52,No,3,85,15,447.08,Low,No,0,,5,23,-35,5,3592.11,7,Bank Transfer,7,No,,
CUST107225,Wei Brown,Female,62,India,Education,Enterprise,Premium,Monthly,136.28,60,Yes,14,79,11,53.51,High,Yes,13,35.3,2,27,56,4,8176.89,21,Credit Card,1,No,,
CUST107226,CHEN SMITH,Male,28,United Kingdom,Finance,Small,Standard,Annual,68.26,8,Yes,10,31,8,93.36,High,No,3,11.1,9,10,71,2,546.12,29,PayPal,4,No,,
CUST107227,elizabeth martinez,Female,39,United states,Education,Medium,Basic,Quarterly,25.15,51,No,5,10,7,451.16,Low,Yes,9,11.8,0,7,3,1,1282.71,8,PayPal,6,Yes,Low Usage,
CUST107228,Pierre Garcia,Female,24,USA,Healthcare,Small,Basic,Monthly,20,37,Yes,12,80,7,424.28,Low,Yes,1,10,2,10,68,5,740,22,Bank Transfer,6,No,,
CUST107229,AHMED ROBINSON,Male,32,usa,Manufacturing,Medium,Premium,Monthly,164.27,54,Yes,16,69,8,374.94,Medium,No,12,27.4,2,17,-7,4,8870.82,1,Credit Card,3,No,,
CUST107230,Noah Martinez,Female,45,United Kingdom,Retail,Medium,Standard,Monthly,64.57,29,Yes,25,53,14,492.66,Low,No,1,30.1,3,3,70,5,1872.58,18,credit card,2,No,,
CUST107231,patricia miller,Male,26,usa,Finance,Enterprise,Standard,Annual,57.56,25,Yes,9,6,6,54.79,Low,Yes,11,16.2,5,29,-7,5,1439.03,24,PayPal,6,No,,
CUST107232,Fatima Garcia,Female,40,Canada,IT,Medium,Standard,Quarterly,79.16,38,Yes,11,58,12,71.33,High,Yes,2,38.1,4,21,31,4,3007.98,25,Credit Card,4,No,,LEG-63847
CUST107233,Margaret Lopez,Female,63,India,Education,Medium,Basic,Monthly,30.94,69,No,8,23,10,25.84,Medium,No,8,7.3,9,2,85,4,2134.99,24,Bank Transfer,6,No,,
CUST107234,FATIMA JACKSON,Male,23,United States,Retail,Small,Basic,Annual,36.81,61,No,17,120,7,230.91,Medium,Yes,15,41.5,1,28,15,1,2245.43,21,PayPal,3,Yes,Poor Support,
CUST107235,Lisa White,Female,30,France,IT,Medium,Basic,Monthly,36.47,39,Yes,17,75,2,322.43,Medium,Yes,1,12.6,4,19,-60,4,1422.21,15,PayPal,5,No,,
CUST107236,noah hernandez,Female,32,usa,Manufacturing,Enterprise,Basic,Annual,20,69,Yes,27,95,6,270.14,Low,No,6,21.4,8,8,-8,2,1380,11,PayPal,2,No,,
CUST107237,Nancy Jackson,Male,61,Germany,Healthcare,Small,Standard,Monthly,68.27,38,Yes,14,110,14,6.17,Medium,No,0,,4,25,-41,1,2594.22,21,credit card,8,No,,
CUST107238,Olga Anderson,Female,53,usa,information technology,Small,Standard,Annual,36.28,4,No,24,51,2,433.38,Low,No,14,33.4,3,5,-10,5,145.11,22,Credit Card,8,No,,
CUST107239,JOSEPH SANCHEZ,Female,28,France,Finance,Enterprise,Standard,Annual,72.04,60,No,13,18,12,272.71,Low,Yes,13,5.9,5,16,-42,3,4322.12,29,Credit Card,0,Yes,Poor Support,
CUST107240,Noah Moore,Female,52,United States,Education,Medium,Premium,Monthly,153.6,20,No,9,43,4,69,High,No,9,20.7,4,21,-85,2,3072.06,21,Bank Transfer,0,Yes,Price,
CUST107241,robert rodriguez,Female,20,Canada,Finance,Small,Premium,Monthly,146.97,38,Yes,22,118,7,108.72,High,No,9,23.9,3,7,-62,5,5584.74,6,PayPal,2,No,,
CUST107242,charles perez,Male,56,Netherlands,Education,Small,Premium,Annual,135.62,67,Yes,6,100,15,224.5,High,Yes,4,35.2,6,21,-50,2,9086.4,10,Bank Transfer,2,No,,
CUST107243,Priya Harris,Male,30,usa,Finance,Medium,Standard,Annual,85.85,51,Yes,30,29,5,243.78,Low,No,15,24.2,9,3,20,4,4378.28,19,CREDIT CARD,1,No,,
CUST107244,Mary Wilson,Male,52,India,IT,Enterprise,Standard,Monthly,51.85,46,No,25,42,12,330.9,Medium,No,14,36.4,9,13,87,2,2384.98,0,Credit Card,6,No,,
CUST107245,Wei Robinson,Female,42,India,information technology,Small,Basic,Monthly,47.54,60,Yes,9,10,13,206.72,Medium,No,5,15.3,0,15,56,1,2852.31,25,Credit Card,3,No,,
CUST107246,Jennifer Clark,Female,53,United Kingdom,Education,Small,Basic,Monthly,20,52,Yes,10,31,7,431.6,Medium,No,12,10.1,10,9,-39,3,1040,8,Credit Card,5,No,,
CUST107247,James Garcia,Female,36,United States,IT,Small,Premium,Quarterly,146.02,30,Yes,16,95,7,370.11,High,Yes,6,38.5,4,9,69,5,4380.6,0,Bank Transfer,7,No,,
CUST107248,Hans White,Male,44,France,Manufacturing,Enterprise,Basic,Annual,20,31,No,17,59,10,334.06,High,No,8,15.8,9,5,51,2,620,2,Credit Card,1,No,,
CUST107249,noah jackson,Female,61,Singapore,Finance,Enterprise,Basic,Quarterly,20,37,Yes,19,85,5,442.74,Low,No,2,3.4,8,22,-90,2,740,13,PayPal,4,No,,
CUST107250,Anthony Taylor,Female,56,United States,Manufacturing,Medium,Basic,Annual,28.62,9,Yes,6,65,2,451.81,High,No,6,13.3,6,28,17,4,257.55,8,PayPal,0,No,,
CUST107251,Daniel Thomas,Female,45,France,IT,Small,Basic,Monthly,29.72,53,No,26,75,9,390.89,Low,Yes,10,16.5,9,28,18,3,1574.95,14,Bank Transfer,2,No,,
CUST107252,Barbara Sanchez,Female,62,France,Healthcare,Medium,Premium,Monthly,146.38,28,Yes,13,38,15,124.37,Medium,No,3,34.7,2,7,-26,1,4098.69,0,credit card,7,No,,
CUST107253,Joseph Jackson,Male,25,Australia,IT,Medium,Premium,Monthly,142.45,27,No,14,115,6,103.06,Low,No,2,3.7,0,4,-48,1,3846.1,10,Bank Transfer,0,Yes,Price,
CUST107254,Priya Taylor,Male,52,India,information technology,Medium,Basic,Monthly,60.4,4,Yes,10,38,9,76.33,Low,No,10,28.3,10,14,-87,3,241.61,14,credit card,7,Yes,Missing Features,
CUST107255,Anthony Johnson,Male,48,United States,Education,Medium,Premium,Monthly,148.76,14,Yes,10,13,14,123.53,Medium,Yes,3,33.9,8,14,-18,3,2082.63,11,PayPal,6,No,,
CUST107256,Richard Wilson,Male,31,Canada,Information Technology,Medium,Standard,Monthly,112.51,10,Yes,5,96,12,483.36,Low,Yes,15,10.3,3,18,-86,3,1125.13,10,Credit Card,6,Yes,Missing Features,
CUST107257,Jessica Ramirez,Male,37,Netherlands,Education,Enterprise,Basic,Monthly,48,63,No,4,19,1,335.43,High,No,14,44.2,4,18,17,4,3023.88,15,Credit Card,1,Yes,Price,
CUST107258,marie perez,Female,38,India,Healthcare,Small,Basic,Monthly,20,41,Yes,21,116,10,153.42,Low,No,2,3.7,2,12,0,2,820,15,Credit Card,8,No,,
CUST107259,joseph johnson,Male,51,usa,Retail,Medium,Basic,Quarterly,20,20,Yes,13,95,10,282.52,Medium,No,8,13.8,1,2,-32,2,400,30,CREDIT CARD,8,No,,
CUST107260,Fatima Clark,Male,48,Germany,Finance,Enterprise,Basic,Monthly,49.26,36,Yes,21,8,10,224.66,Medium,Yes,10,14.1,7,0,-10,3,1773.31,26,Credit Card,2,No,,
CUST107261,karen harris,Male,56,USA,Manufacturing,Small,Standard,Monthly,49.13,61,No,20,89,11,283.74,Low,No,2,46.2,7,2,-76,4,2997.09,22,Bank Transfer,1,No,,
CUST107262,EMMA TAYLOR,Female,50,usa,Education,Small,Basic,Monthly,46.02,26,No,1,12,9,209.02,Medium,Yes,11,34.2,4,13,6,2,1196.61,14,PayPal,4,Yes,Performance Issues,
CUST107263,William Smith,Female,65,United states,Manufacturing,Small,Premium,Quarterly,148.31,54,Yes,18,76,9,334.44,High,No,2,4.4,1,8,31,4,8008.47,2,PayPal,8,No,,
CUST107264,FATIMA TAYLOR,Male,58,usa,IT,Enterprise,Standard,Annual,32.77,45,Yes,21,87,3,439.95,Low,No,10,29.6,9,7,-2,3,1474.45,18,Bank Transfer,0,No,,
CUST107265,Michael Johnson,Female,46,Canada,IT,Medium,Basic,Monthly,20,55,No,30,60,6,445.7,Medium,Yes,2,22.5,8,27,79,1,1100,15,Credit Card,0,No,,
