customer_id,customer_name,gender,age,country,industry,company_size,subscription_plan,billing_cycle,monthly_fee,customer_tenure_months,auto_renew,avg_login_days_per_month,avg_session_duration_min,features_used,storage_usage_gb,api_usage,mobile_app_usage,support_tickets,avg_response_time_hours,training_webinars_attended,last_month_login_count,nps_score,satisfaction_rating,total_revenue,discount_percentage,payment_method,late_payments,churn,churn_reason,customer_lifecycle,customer_engagement,support_experience,age_group,revenue_segment,retention_priority
CUST106935,Mary Perez,Female,58,Germany,Education,Small,Basic,Monthly,20,70,Yes,5,24,3,6.95,Low,Yes,2,7.2,8,5,-96,3,1400,30,Bank Transfer,3,No,,Loyal Customer,Rare Visitor,Occasional Assistance,57+,Growth Account,Monitor Engagement
CUST106936,James Ramirez,Female,53,United States,Finance,Small,Premium,Monthly,120.96,59,No,18,117,7,429.59,High,No,14,25,5,26,90,5,7136.64,15,Credit Card,7,No,,Loyal Customer,Daily User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST106937,Marie Taylor,Female,32,Netherlands,IT,Medium,Standard,Monthly,79.43,46,Yes,13,8,5,154.55,Low,No,12,4.6,2,24,-24,1,3653.78,21,Bank Transfer,7,Yes,Missing Features,Established Customer,Daily User,Ongoing Support,27-36,Enterprise Account,Monitor Engagement
CUST106938,Margaret Williams,Female,46,Australia,IT,Medium,Premium,Monthly,129.16,53,No,27,20,2,402.49,Medium,No,6,6.8,5,7,0,1,6845.48,18,Credit Card,8,Yes,Missing Features,Loyal Customer,Rare Visitor,Frequent Assistance,47-56,Enterprise Account,Immediate Outreach
CUST106939,Pierre Rodriguez,Male,25,United States,Finance,Enterprise,Standard,Quarterly,77.45,68,No,6,68,13,69.25,Low,Yes,14,32.1,2,15,-39,1,5266.6,8,Credit Card,3,Yes,Price,Loyal Customer,Occasional User,Ongoing Support,18-26,Enterprise Account,Monitor Engagement
CUST106940,David Perez,Female,62,United States,Healthcare,Small,Standard,Monthly,60.24,57,No,5,101,3,213.68,Medium,Yes,4,22.1,10,13,-26,5,3433.68,18,Bank Transfer,1,No,,Loyal Customer,Occasional User,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST106941,Emma Anderson,Female,28,Australia,Healthcare,Enterprise,Standard,Annual,73.92,9,Yes,8,119,6,155.36,High,Yes,14,21.1,5,14,-62,5,665.28,3,Credit Card,2,No,,New Customer,Occasional User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST106942,Daniel Taylor,Male,30,Germany,Education,Medium,Basic,Monthly,24.28,27,Yes,4,18,14,306.34,Low,No,11,31.1,6,10,-76,1,655.56,0,Credit Card,1,Yes,Poor Support,Established Customer,Occasional User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST106943,Barbara Moore,Male,63,United States,IT,Medium,Standard,Annual,72.22,35,Yes,22,88,2,429.77,High,No,12,10.3,3,29,40,1,2527.7,30,Paypal,7,No,,Established Customer,Daily User,Ongoing Support,57+,Business Account,Monitor Engagement
CUST106944,Noah Lopez,Male,25,Australia,Retail,Small,Standard,Quarterly,84.32,67,Yes,0,48,3,303.15,Low,Yes,11,38.5,7,17,-15,5,5649.44,17,Paypal,8,No,,Loyal Customer,Consistent User,Ongoing Support,18-26,Enterprise Account,Monitor Engagement
CUST106945,Fatima White,Male,45,Canada,Manufacturing,Medium,Standard,Annual,59.37,8,Yes,10,93,8,494.05,Low,Yes,9,11.6,2,20,-41,5,474.96,22,Credit Card,3,No,,New Customer,Consistent User,Frequent Assistance,37-46,Starter Account,Monitor Engagement
CUST106946,Pierre Perez,Male,46,Canada,IT,Medium,Standard,Annual,92.31,39,Yes,15,56,8,108.9,Low,Yes,3,32.1,10,11,-45,5,3600.09,19,Paypal,8,No,,Established Customer,Occasional User,Occasional Assistance,47-56,Enterprise Account,Monitor Engagement
CUST106947,Liam Perez,Male,30,Netherlands,Retail,Medium,Basic,Annual,36.45,50,Yes,21,19,2,283.78,Low,Yes,9,17.7,1,3,-28,2,1822.5,30,Bank Transfer,8,Yes,Low Usage,Loyal Customer,Rare Visitor,Frequent Assistance,27-36,Business Account,Immediate Outreach
CUST106948,Ava Perez,Female,37,United Kingdom,IT,Medium,Basic,Monthly,20,15,No,23,77,15,118.24,High,Yes,10,14.7,5,5,-99,3,300,1,Credit Card,1,No,,Developing Customer,Rare Visitor,Ongoing Support,37-46,Starter Account,Monitor Engagement
CUST106949,Hans Clark,Male,56,France,Finance,Enterprise,Standard,Monthly,66.5,33,Yes,16,56,1,57.02,Low,Yes,9,16.4,1,29,73,1,2194.5,7,Credit Card,2,No,,Established Customer,Daily User,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST106950,Ava Moore,Male,52,United Kingdom,IT,Small,Standard,Annual,71.7,66,Yes,27,55,13,214.63,Medium,Yes,15,8,3,24,40,4,4732.2,1,Credit Card,8,No,,Loyal Customer,Daily User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST106951,Wei Robinson,Female,47,United States,Finance,Small,Basic,Monthly,20,33,Yes,25,66,9,89.34,Low,Yes,12,16.6,0,2,-10,3,660,6,Credit Card,5,No,,Established Customer,Rare Visitor,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST106952,Jessica Brown,Male,45,United States,IT,Medium,Standard,Monthly,43.88,61,No,12,33,10,236.63,Medium,Yes,13,12.7,2,15,-74,3,2676.68,16,Credit Card,6,Yes,Competitor,Loyal Customer,Occasional User,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST106953,Marie Jackson,Female,36,Singapore,IT,Enterprise,Basic,Annual,20,1,Yes,11,114,4,111.04,Low,No,5,32.6,2,9,70,4,20,7,Bank Transfer,2,No,,New Customer,Occasional User,Occasional Assistance,37-46,Starter Account,Monitor Engagement
CUST106954,Sarah Perez,Female,48,United States,IT,Small,Basic,Annual,20,45,Yes,17,48,10,205.16,Medium,Yes,1,37.4,10,10,83,5,900,3,Credit Card,4,No,,Established Customer,Occasional User,Occasional Assistance,47-56,Growth Account,Monitor Engagement
CUST106955,Mary Anderson,Female,20,United States,Manufacturing,Small,Basic,Annual,22.01,54,Yes,22,41,8,204.82,Low,Yes,0,,7,21,51,3,1188.54,15,Credit Card,6,No,,Loyal Customer,Consistent User,No Support Needed,18-26,Growth Account,Monitor Engagement
CUST106956,David Rodriguez,Male,23,United Kingdom,Education,Medium,Basic,Quarterly,20,31,No,6,95,6,110.74,Medium,Yes,2,17,4,23,36,1,620,0,Paypal,8,No,,Established Customer,Consistent User,Occasional Assistance,18-26,Starter Account,Loyal Customer
CUST106957,Noah Taylor,Male,56,Germany,Retail,Medium,Basic,Annual,37.41,55,No,1,100,7,229.63,High,No,13,44.7,1,9,-40,1,2057.55,11,Paypal,4,Yes,Poor Support,Loyal Customer,Occasional User,Ongoing Support,57+,Business Account,Immediate Outreach
CUST106958,Jennifer Hernandez,Female,28,United Kingdom,Finance,Medium,Standard,Monthly,71.9,60,No,8,14,13,484.27,Low,No,6,2.9,6,14,-91,3,4314,10,Paypal,2,No,,Loyal Customer,Occasional User,Frequent Assistance,27-36,Enterprise Account,Monitor Engagement
CUST106959,Elizabeth Ramirez,Male,53,United states,Manufacturing,Small,Standard,Quarterly,63.73,67,Yes,15,8,9,260.42,High,No,10,9.5,4,6,-76,5,4269.91,21,Bank Transfer,2,No,,Loyal Customer,Rare Visitor,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST106960,Barbara Hernandez,Male,20,Australia,Manufacturing,Medium,Premium,Annual,137.68,57,Yes,15,61,9,106.78,Low,No,8,26.9,0,27,38,1,7847.76,21,Credit Card,6,No,,Loyal Customer,Daily User,Frequent Assistance,18-26,Enterprise Account,Monitor Engagement
CUST106961,Susan Garcia,Male,32,France,Education,Small,Basic,Annual,25.26,8,Yes,15,105,4,73.86,Medium,Yes,12,3.9,7,14,3,4,202.08,0,Paypal,7,No,,New Customer,Occasional User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST106962,Ahmed Moore,Female,63,France,Retail,Small,Basic,Annual,39.05,38,Yes,29,86,2,404.61,Medium,No,3,10,3,11,-66,2,1483.9,1,Credit Card,0,No,,Established Customer,Occasional User,Occasional Assistance,57+,Growth Account,Monitor Engagement
CUST106963,Sarah Lopez,Male,32,Netherlands,Finance,Medium,Standard,Quarterly,41.74,22,Yes,15,82,9,32.15,Medium,Yes,2,26.1,0,20,11,4,918.28,11,Bank Transfer,1,No,,Developing Customer,Consistent User,Occasional Assistance,27-36,Growth Account,Loyal Customer
CUST106964,Priya Williams,Female,65,United Kingdom,Education,Small,Standard,Monthly,47.44,18,No,8,3,2,54.67,Low,No,9,8,9,12,17,2,853.92,29,Credit Card,1,Yes,Missing Features,Developing Customer,Occasional User,Frequent Assistance,57+,Growth Account,Monitor Engagement
CUST106965,Emma Taylor,Female,32,United States,Healthcare,Medium,Standard,Monthly,54.49,28,No,22,111,2,37.72,Low,Yes,11,43.7,9,16,-79,3,1525.72,12,Paypal,7,No,,Established Customer,Consistent User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST106966,Elizabeth Taylor,Male,49,United states,Retail,Medium,Basic,Monthly,20,53,Yes,0,64,12,152.62,Low,Yes,4,20.4,6,11,-8,1,1060,21,Credit Card,0,Yes,Low Usage,Loyal Customer,Occasional User,Occasional Assistance,47-56,Growth Account,Monitor Engagement
CUST106967,Pierre Garcia,Female,50,France,IT,Enterprise,Basic,Monthly,20,9,Yes,24,93,6,397.08,Medium,No,1,4.2,7,13,-98,1,180,13,Bank Transfer,2,No,,New Customer,Occasional User,Occasional Assistance,47-56,Starter Account,Monitor Engagement
CUST106968,Daniel Moore,Female,49,India,IT,Enterprise,Standard,Monthly,70.08,60,Yes,15,16,8,350.61,Low,No,7,13.3,5,4,-54,2,4204.8,30,Credit Card,2,Yes,Competitor,Loyal Customer,Rare Visitor,Frequent Assistance,47-56,Enterprise Account,Immediate Outreach
CUST106969,Olga Moore,Male,33,Germany,Manufacturing,Small,Standard,Quarterly,69.37,21,Yes,15,118,14,448.77,Low,Yes,10,29.2,10,24,-86,2,1456.77,6,Paypal,1,No,,Developing Customer,Daily User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST106970,Chen White,Male,54,Canada,Retail,Small,Basic,Monthly,20,14,No,16,21,15,309.18,Low,No,10,31.6,5,1,-29,3,280,29,Paypal,0,No,,Developing Customer,Rare Visitor,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST106971,Marie Hernandez,Male,34,Canada,Retail,Small,Premium,Monthly,152.95,7,Yes,0,61,1,21.68,High,No,14,10.5,10,8,78,2,1070.65,8,Bank Transfer,7,Yes,Low Usage,New Customer,Occasional User,Ongoing Support,27-36,Growth Account,Immediate Outreach
CUST106972,Wei Davis,Female,57,Canada,IT,Medium,Standard,Monthly,68.76,10,No,3,24,13,110.69,High,Yes,6,13.8,6,11,79,1,687.6,12,Credit Card,6,Yes,Missing Features,New Customer,Occasional User,Frequent Assistance,57+,Starter Account,Monitor Engagement
CUST106973,Hans Lewis,Male,37,United Kingdom,Finance,Small,Basic,Quarterly,20,4,Yes,14,64,1,33.94,Medium,Yes,15,46.7,9,17,94,3,80,30,Credit Card,5,No,,New Customer,Consistent User,Ongoing Support,37-46,Starter Account,Monitor Engagement
CUST106974,Barbara Taylor,Male,58,Canada,Finance,Enterprise,Standard,Annual,63.46,55,Yes,11,111,9,133.57,Medium,Yes,8,38.2,3,26,-76,1,3490.3,1,Credit Card,7,Yes,Competitor,Loyal Customer,Daily User,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST106975,Olga Smith,Female,65,United States,Education,Medium,Basic,Monthly,28.18,64,Yes,22,7,5,462.67,High,Yes,5,4.6,7,28,-51,3,1803.52,26,Credit Card,7,No,,Loyal Customer,Daily User,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST106976,Wei Harris,Female,54,United States,Healthcare,Enterprise,Premium,Monthly,131.72,63,No,6,42,15,227.32,Low,Yes,4,28.4,8,1,-38,1,8298.36,21,Credit Card,1,Yes,Performance Issues,Loyal Customer,Rare Visitor,Occasional Assistance,47-56,Enterprise Account,Monitor Engagement
CUST106977,Pierre Garcia,Male,41,United States,Finance,Medium,Basic,Monthly,29.4,6,Yes,8,49,5,57.72,High,No,9,8.9,9,24,-8,3,176.4,21,Paypal,6,Yes,Performance Issues,New Customer,Daily User,Frequent Assistance,37-46,Starter Account,Monitor Engagement
CUST106978,Fatima White,Female,39,Netherlands,IT,Enterprise,Premium,Quarterly,101.78,23,Yes,18,102,1,267.8,High,No,1,15.5,5,9,-47,4,2340.94,19,Credit Card,3,No,,Developing Customer,Occasional User,Occasional Assistance,37-46,Business Account,Monitor Engagement
CUST106979,James Perez,Female,37,Netherlands,Finance,Medium,Standard,Monthly,69.48,34,No,15,12,13,218.15,Low,Yes,13,29,5,24,53,1,2362.32,10,Bank Transfer,2,Yes,Low Usage,Established Customer,Daily User,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST106980,Margaret Robinson,Male,36,India,Finance,Small,Basic,Quarterly,29.74,43,Yes,26,118,7,486.23,Medium,Yes,8,18.7,4,3,-21,5,1278.82,24,Paypal,2,No,,Established Customer,Rare Visitor,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST106981,Mary Lewis,Female,41,France,Education,Medium,Premium,Monthly,135.48,26,Yes,8,110,5,402.42,High,No,7,27.2,6,3,-7,5,3522.48,22,Credit Card,5,No,,Established Customer,Rare Visitor,Frequent Assistance,37-46,Enterprise Account,Monitor Engagement
CUST106982,Matthew Rodriguez,Female,42,United states,Education,Enterprise,Premium,Monthly,165.94,9,Yes,21,49,2,322.68,Low,Yes,12,22.2,8,28,90,2,1493.46,28,Credit Card,1,Yes,Competitor,New Customer,Daily User,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST106983,Jessica Thompson,Male,53,United States,Finance,Enterprise,Standard,Annual,87.15,41,No,3,95,11,476.95,Low,No,11,45.8,3,11,16,1,3573.15,0,Credit Card,6,Yes,Competitor,Established Customer,Occasional User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST106984,Ava Martinez,Female,60,United states,Finance,Enterprise,Standard,Monthly,73.13,57,No,23,111,4,131.75,Low,No,5,7.5,4,3,56,4,4168.41,4,Credit Card,2,No,,Loyal Customer,Rare Visitor,Occasional Assistance,57+,Enterprise Account,Monitor Engagement
CUST106985,Ava Jackson,Male,60,United States,Manufacturing,Medium,Standard,Annual,94.28,68,Yes,1,41,14,194.57,Low,Yes,2,47,8,15,41,2,6411.04,26,Paypal,5,No,,Loyal Customer,Occasional User,Occasional Assistance,57+,Enterprise Account,Monitor Engagement
CUST106986,Linda Moore,Female,47,India,Finance,Medium,Standard,Quarterly,57.97,59,Yes,24,100,8,261.83,High,Yes,3,33.5,7,11,34,3,3420.23,16,Bank Transfer,2,No,,Loyal Customer,Occasional User,Occasional Assistance,47-56,Business Account,Monitor Engagement
CUST106987,Olga Johnson,Female,65,United States,Retail,Medium,Basic,Annual,38.2,30,No,23,72,14,459.49,Medium,Yes,2,39.7,5,17,93,1,1146,26,Credit Card,1,No,,Established Customer,Consistent User,Occasional Assistance,57+,Growth Account,Monitor Engagement
CUST106988,Patricia Smith,Male,61,Singapore,IT,Small,Standard,Monthly,91.17,13,No,0,63,13,13.32,Low,Yes,2,47.8,4,22,-29,5,1185.21,26,Credit Card,6,No,,Developing Customer,Consistent User,Occasional Assistance,57+,Growth Account,Loyal Customer
CUST106989,Matthew Johnson,Male,42,Germany,Finance,Medium,Premium,Monthly,132.87,69,Yes,1,60,11,488.17,Medium,Yes,1,32,5,28,27,3,9168.03,9,Credit Card,8,No,,Loyal Customer,Daily User,Occasional Assistance,37-46,Enterprise Account,Monitor Engagement
CUST106990,Emma Brown,Female,38,United States,IT,Small,Standard,Monthly,71.15,54,Yes,15,102,9,334.46,High,Yes,7,28.5,1,12,92,3,3842.1,14,Credit Card,0,No,,Loyal Customer,Occasional User,Frequent Assistance,37-46,Enterprise Account,Monitor Engagement
CUST106991,John Davis,Female,41,India,IT,Small,Basic,Annual,20,56,No,8,20,5,296.56,Low,No,11,5.4,10,10,-5,2,1120,5,Credit Card,7,Yes,Competitor,Loyal Customer,Occasional User,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST106992,Fatima Ramirez,Male,21,France,IT,Small,Premium,Monthly,162.53,28,Yes,9,65,5,98.57,Medium,No,5,6.8,7,21,-12,4,4550.84,8,Bank Transfer,8,No,,Established Customer,Consistent User,Occasional Assistance,18-26,Enterprise Account,Monitor Engagement
CUST106993,David Thomas,Male,35,Australia,Healthcare,Medium,Basic,Quarterly,50,16,Yes,19,99,13,233.04,High,Yes,4,37.3,0,26,88,5,800,12,Credit Card,3,No,,Developing Customer,Daily User,Occasional Assistance,27-36,Starter Account,Monitor Engagement
CUST106994,Fatima White,Male,37,United States,Finance,Small,Standard,Annual,61.8,38,Yes,21,17,15,128.79,High,Yes,12,25,10,5,79,5,2348.4,2,Bank Transfer,4,No,,Established Customer,Rare Visitor,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST106995,Michael Sanchez,Male,55,Canada,Education,Enterprise,Basic,Monthly,24.49,71,Yes,13,89,8,259.54,High,Yes,8,31.9,2,10,-37,1,1738.79,18,Credit Card,2,No,,Loyal Customer,Occasional User,Frequent Assistance,47-56,Business Account,Monitor Engagement
CUST106996,Pierre Thompson,Male,32,Australia,Finance,Enterprise,Basic,Monthly,20,66,Yes,25,120,8,368.84,Medium,No,10,8.8,1,9,-41,4,1320,1,Credit Card,5,No,,Loyal Customer,Occasional User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST106997,Nancy Lopez,Female,50,India,IT,Medium,Standard,Monthly,107.38,34,No,19,18,2,433.25,Low,No,5,36.7,1,2,42,3,3650.92,29,Paypal,7,No,,Established Customer,Rare Visitor,Occasional Assistance,47-56,Enterprise Account,Monitor Engagement
CUST106998,Marie Sanchez,Male,34,United Kingdom,Finance,Medium,Basic,Monthly,20,62,Yes,6,32,6,203.99,High,Yes,15,2.3,6,30,70,1,1240,26,Credit Card,8,No,,Loyal Customer,Daily User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST106999,Daniel Thompson,Female,36,France,IT,Enterprise,Premium,Monthly,136.32,52,Yes,4,77,2,26.09,High,No,2,40.7,1,23,6,5,7088.64,26,Credit Card,1,No,,Loyal Customer,Consistent User,Occasional Assistance,37-46,Enterprise Account,Loyal Customer
CUST107000,Jessica Thompson,Female,23,United States,IT,Small,Premium,Monthly,158.37,31,Yes,28,98,10,313.91,Low,No,14,40.1,2,20,-28,3,4909.47,4,Paypal,7,No,,Established Customer,Consistent User,Ongoing Support,18-26,Enterprise Account,Monitor Engagement
CUST107001,Patricia Ramirez,Female,43,Netherlands,IT,Medium,Basic,Monthly,23.67,3,No,1,51,1,162.49,Medium,Yes,9,8.9,0,11,-76,3,71.01,11,Credit Card,1,Yes,Low Usage,New Customer,Occasional User,Frequent Assistance,37-46,Starter Account,Monitor Engagement
CUST107002,Daniel Moore,Female,24,United States,Education,Medium,Premium,Monthly,187.68,61,Yes,27,4,1,429.92,Low,No,4,18.4,3,18,-29,1,11448.48,27,Bank Transfer,3,No,,Loyal Customer,Consistent User,Occasional Assistance,18-26,Enterprise Account,Monitor Engagement
CUST107003,Linda Thomas,Male,29,France,Finance,Medium,Premium,Annual,179.79,12,No,29,34,15,289.81,High,No,2,25.1,3,19,94,1,2157.48,21,Bank Transfer,7,No,,Developing Customer,Consistent User,Occasional Assistance,27-36,Business Account,Loyal Customer
CUST107004,James Clark,Female,43,United States,IT,Medium,Basic,Monthly,34.25,19,No,24,14,8,253.04,Low,No,9,40.4,0,3,79,5,650.75,12,Credit Card,6,No,,Developing Customer,Rare Visitor,Frequent Assistance,37-46,Starter Account,Monitor Engagement
CUST107005,Chen Wilson,Male,51,India,Healthcare,Small,Basic,Quarterly,38.97,63,No,21,107,6,54.79,Medium,Yes,5,14,5,23,-49,4,2455.11,0,Credit Card,3,No,,Loyal Customer,Consistent User,Occasional Assistance,47-56,Business Account,Monitor Engagement
CUST107006,Hans Harris,Male,38,France,IT,Medium,Standard,Monthly,80.97,11,Yes,27,55,4,315.27,Medium,No,12,13.7,9,14,-24,1,890.67,7,Credit Card,8,No,,New Customer,Occasional User,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST107007,Robert Johnson,Female,31,United Kingdom,Retail,Small,Basic,Monthly,40.68,2,No,15,97,7,40.41,High,No,0,,7,28,51,4,81.36,17,Bank Transfer,4,No,,New Customer,Daily User,No Support Needed,27-36,Starter Account,Loyal Customer
CUST107008,David Smith,Female,61,United States,Manufacturing,Medium,Standard,Monthly,77.86,28,Yes,0,84,12,376.54,High,No,9,43.8,3,2,59,4,2180.08,28,Bank Transfer,1,No,,Established Customer,Rare Visitor,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST107009,Matthew Thomas,Female,36,Netherlands,IT,Small,Standard,Monthly,54.87,52,Yes,21,104,10,276.86,Medium,No,9,16.1,4,17,-1,1,2853.24,21,Bank Transfer,7,No,,Loyal Customer,Consistent User,Frequent Assistance,37-46,Business Account,Monitor Engagement
CUST107010,Nancy Williams,Male,34,Netherlands,IT,Small,Standard,Annual,57.66,36,Yes,8,59,10,354.71,Medium,Yes,8,21.6,10,17,-66,2,2075.76,18,Credit Card,1,Yes,Missing Features,Established Customer,Consistent User,Frequent Assistance,27-36,Business Account,Monitor Engagement
CUST107011,Liam Robinson,Male,23,India,Retail,Medium,Standard,Annual,84.56,25,No,10,80,13,86.89,Low,No,2,34.8,1,22,-51,4,2114,22,Paypal,4,No,,Established Customer,Consistent User,Occasional Assistance,18-26,Business Account,Loyal Customer
CUST107012,Lisa Smith,Female,36,United Kingdom,Retail,Medium,Standard,Monthly,62.48,40,Yes,2,79,14,429.92,Low,No,10,3.3,5,22,-77,5,2499.2,3,Credit Card,4,No,,Established Customer,Consistent User,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST107013,Jessica Perez,Male,30,United States,Education,Medium,Standard,Monthly,90.13,35,Yes,28,45,12,333.9,Low,Yes,12,9.3,5,7,3,2,3154.55,1,Credit Card,1,No,,Established Customer,Rare Visitor,Ongoing Support,27-36,Business Account,Immediate Outreach
CUST107014,Chen Davis,Male,36,Canada,Retail,Enterprise,Premium,Quarterly,160.9,14,Yes,30,64,2,199.79,Medium,Yes,2,20.5,6,28,57,4,2252.6,14,Bank Transfer,1,No,,Developing Customer,Daily User,Occasional Assistance,37-46,Business Account,Loyal Customer
CUST107015,Olga Robinson,Female,28,India,IT,Medium,Basic,Quarterly,20,12,No,13,91,10,65.43,High,No,12,9.8,8,10,-24,2,240,28,Credit Card,4,Yes,Competitor,Developing Customer,Occasional User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST107016,Daniel Lopez,Female,29,United States,Education,Small,Basic,Monthly,20,35,Yes,12,47,2,248.28,Medium,Yes,7,41.3,0,10,98,5,700,6,Bank Transfer,5,No,,Established Customer,Occasional User,Frequent Assistance,27-36,Starter Account,Monitor Engagement
CUST107017,Nancy Smith,Male,53,United States,IT,Small,Basic,Quarterly,20,45,Yes,14,115,9,79.37,Low,Yes,6,46.5,8,7,-23,1,900,29,Credit Card,5,No,,Established Customer,Rare Visitor,Frequent Assistance,47-56,Growth Account,Immediate Outreach
CUST107018,Daniel Smith,Male,41,Singapore,IT,Medium,Standard,Quarterly,81.77,14,No,28,102,4,302.67,Medium,Yes,7,41.8,7,0,89,4,1144.78,10,Paypal,1,No,,Developing Customer,Rare Visitor,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST107019,Mary Taylor,Female,51,India,Manufacturing,Enterprise,Basic,Quarterly,42.46,15,Yes,30,56,10,175.03,High,Yes,6,39.2,2,28,8,2,636.9,9,Paypal,8,No,,Developing Customer,Daily User,Frequent Assistance,47-56,Starter Account,Monitor Engagement
CUST107020,Daniel Robinson,Female,46,India,Healthcare,Medium,Standard,Monthly,64.16,27,Yes,17,6,14,460.07,Medium,No,0,,9,30,91,3,1732.32,0,Credit Card,2,No,,Established Customer,Daily User,No Support Needed,47-56,Business Account,Monitor Engagement
CUST107021,Daniel Robinson,Male,44,Singapore,Finance,Medium,Basic,Monthly,24.93,6,No,11,53,14,479.59,Medium,Yes,13,44.4,0,29,35,4,149.58,6,Paypal,3,Yes,Low Usage,New Customer,Daily User,Ongoing Support,37-46,Starter Account,Monitor Engagement
CUST107022,Olga Hernandez,Female,41,Australia,IT,Medium,Basic,Monthly,29.8,43,Yes,26,93,15,59.61,Low,No,4,43.1,3,17,-72,4,1281.4,9,Credit Card,8,No,,Established Customer,Consistent User,Occasional Assistance,37-46,Growth Account,Monitor Engagement
CUST107023,Emma Anderson,Male,37,United Kingdom,IT,Medium,Standard,Monthly,83.13,18,Yes,0,34,8,133.96,Low,Yes,7,20.6,4,1,-2,2,1496.34,11,Credit Card,4,Yes,Performance Issues,Developing Customer,Rare Visitor,Frequent Assistance,37-46,Growth Account,Immediate Outreach
CUST107024,Lisa Brown,Female,32,Singapore,Healthcare,Enterprise,Basic,Monthly,20,26,No,7,94,12,120.24,High,No,1,42.1,0,8,49,3,520,25,Bank Transfer,1,No,,Established Customer,Occasional User,Occasional Assistance,27-36,Starter Account,Monitor Engagement
CUST107025,William Thomas,Female,60,Netherlands,Education,Small,Standard,Monthly,76.51,33,Yes,20,104,12,435.19,Medium,Yes,10,26.7,1,18,-53,1,2524.83,5,Credit Card,0,Yes,Poor Support,Established Customer,Consistent User,Ongoing Support,57+,Business Account,Monitor Engagement
CUST107026,David Moore,Female,38,United States,Retail,Medium,Standard,Quarterly,68.9,1,Yes,3,35,7,186.89,Low,Yes,12,24.8,8,29,16,3,68.9,12,Credit Card,8,No,,New Customer,Daily User,Ongoing Support,37-46,Starter Account,Monitor Engagement
CUST107027,Patricia Davis,Female,60,United Kingdom,Retail,Medium,Premium,Monthly,126.6,46,Yes,24,10,13,171.68,Low,No,1,34.3,3,26,6,2,5823.6,2,Bank Transfer,1,No,,Established Customer,Daily User,Occasional Assistance,57+,Enterprise Account,Loyal Customer
CUST107028,Priya Jackson,Male,55,United Kingdom,Healthcare,Small,Premium,Monthly,170.52,49,Yes,3,7,8,465.04,Low,Yes,15,18.5,1,29,-30,3,8355.48,4,Credit Card,1,No,,Loyal Customer,Daily User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST107029,Ava Clark,Male,47,United States,IT,Small,Basic,Monthly,29.74,35,No,8,24,7,50.62,Low,Yes,14,42.3,6,2,-93,5,1040.9,16,Paypal,5,Yes,Performance Issues,Established Customer,Rare Visitor,Ongoing Support,47-56,Growth Account,Monitor Engagement
CUST107030,Olga Smith,Female,58,United states,Finance,Small,Basic,Quarterly,22.14,37,No,23,35,4,394.58,Low,No,13,43.8,4,25,-54,2,819.18,7,Paypal,4,Yes,Price,Established Customer,Daily User,Ongoing Support,57+,Growth Account,Monitor Engagement
CUST107031,Anthony Miller,Male,50,United States,IT,Enterprise,Basic,Quarterly,20,38,No,22,101,7,425.58,Medium,Yes,11,4.7,1,19,-15,2,760,1,Bank Transfer,6,Yes,Low Usage,Established Customer,Consistent User,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST107032,David Miller,Female,57,India,IT,Small,Premium,Monthly,139.38,10,Yes,13,80,10,201.18,Low,Yes,5,19.7,4,13,-24,4,1393.8,12,Credit Card,5,Yes,Performance Issues,New Customer,Occasional User,Occasional Assistance,57+,Growth Account,Monitor Engagement
CUST107033,Charles Brown,Male,56,United States,IT,Small,Standard,Annual,48.31,6,No,11,94,3,26.69,Medium,No,12,3.5,8,14,-37,5,289.86,11,Credit Card,1,Yes,Price,New Customer,Occasional User,Ongoing Support,57+,Starter Account,Monitor Engagement
